"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140236","translation at presynapse","23/509","49/25730",0.469387755102041,23.727597129225,22.6221975527036,1.44234772627803e-26,3.93916929134061e-23,2.67506836029788e-23,"67671/20044/67115/66489/54217/57294/68436/20055/67281/20103/270106/19981/19942/22186/20005/22121/26451/26961/66480/19951/19982/19944/267019",23
"GO:0140241","translation at synapse","23/509","50/25730",0.46,23.2530451866405,22.3751592945558,2.62261603950773e-26,3.93916929134061e-23,2.67506836029788e-23,"67671/20044/67115/66489/54217/57294/68436/20055/67281/20103/270106/19981/19942/22186/20005/22121/26451/26961/66480/19951/19982/19944/267019",23
"GO:0140242","translation at postsynapse","23/509","50/25730",0.46,23.2530451866405,22.3751592945558,2.62261603950773e-26,3.93916929134061e-23,2.67506836029788e-23,"67671/20044/67115/66489/54217/57294/68436/20055/67281/20103/270106/19981/19942/22186/20005/22121/26451/26961/66480/19951/19982/19944/267019",23
"GO:0002181","cytoplasmic translation","38/509","214/25730",0.177570093457944,8.97618566733379,16.6450474800622,3.92265675223846e-25,4.41887283139663e-22,3.00083241546242e-22,"67671/67945/20085/22608/20104/20044/67115/66489/54217/68436/20055/67281/20115/20103/270106/19981/19942/66085/22186/67427/20005/20084/22121/26451/26961/66480/27050/18746/20116/20054/19951/114641/20068/19982/19944/267019/22384/16898",38
"GO:0003158","endothelium development","27/509","152/25730",0.177631578947368,8.97929376486403,14.0165829123183,3.27438697867979e-18,2.95087754518623e-15,2.00392483095203e-15,"12741/12215/15901/11482/20671/18613/12490/207728/12562/53945/16542/74144/108655/11848/21872/13614/20672/21846/13609/29876/77446/12168/381823/18795/18591/12387/16889",27
"GO:1901342","regulation of vasculature development","37/509","327/25730",0.113149847094801,5.71973588555842,12.2022034606747,1.23060029674537e-17,9.24180822855774e-15,6.27606151340139e-15,"12741/14254/15901/54409/15507/11482/13805/12490/20315/12562/16598/12509/16542/66214/11535/14461/21872/11745/21687/15289/13601/21846/23871/18746/18186/18127/21413/20684/12827/21817/12387/20620/69219/319197/19274/20130/80837",37
"GO:0045765","regulation of angiogenesis","36/509","320/25730",0.1125,5.68688605108055,11.9852264810937,4.1295078243583e-17,2.65822317950836e-14,1.80518484893377e-14,"12741/14254/15901/54409/15507/11482/13805/12490/12562/16598/12509/16542/66214/11535/14461/21872/11745/21687/15289/13601/21846/23871/18746/18186/18127/21413/20684/12827/21817/12387/20620/69219/319197/19274/20130/80837",36
"GO:0043542","endothelial cell migration","31/509","247/25730",0.125506072874494,6.34434431249652,11.9896587712837,3.04480469193329e-16,1.71498624273143e-13,1.16463779466448e-13,"26357/12215/15507/11482/14268/18613/20315/12562/66864/16542/72630/66214/74144/108655/14461/11848/11745/21687/15289/20672/23871/105450/18186/18127/56233/20684/18591/20620/19274/20130/80837",31
"GO:0007264","small GTPase-mediated signal transduction","40/509","461/25730",0.0867678958785249,4.38612566002838,10.4219431403417,5.71090454851987e-15,2.85925954395895e-12,1.94170754649676e-12,"80880/18613/69903/12549/12575/56508/56349/17207/11848/218952/71520/16765/105445/11853/18186/77446/21927/50768/22630/108100/11845/21844/21817/68178/20620/319197/66922/330171/192662/17311/20163/260409/214137/71704/19395/12175/76281/16889/80837/19765",40
"GO:0031589","cell-substrate adhesion","36/509","383/25730",0.0939947780678851,4.75144526461038,10.5080931123344,1.19850561568986e-14,5.4004663042985e-12,3.66742718401097e-12,"11482/94214/14268/18613/12490/12306/225341/16542/230379/56349/11848/170736/218952/22371/57278/21687/72349/11465/29875/18186/56229/50768/16403/13132/60595/18591/21844/19944/22319/12387/110253/68169/20130/77569/22288/20163",36
"GO:0007015","actin filament organization","40/509","478/25730",0.0836820083682008,4.23013374324913,10.1268821545353,1.90271005646188e-14,7.79419228583386e-12,5.29299342979397e-12,"69524/15901/80880/20742/19240/326618/18613/21346/66214/74103/102866/11848/218952/21872/269593/16765/11465/11853/29875/13609/56378/11867/18186/21927/50768/215114/60595/108100/11845/68178/442801/110253/50875/11840/20740/77569/19062/260409/59069/80837",40
"GO:0003018","vascular process in circulatory system","30/509","268/25730",0.111940298507463,5.65859308565229,10.8909336306489,2.08994456833235e-14,7.84774185408799e-12,5.3293586492475e-12,"12741/20525/26357/18671/54409/18260/18613/207728/12562/16598/16542/11535/11848/218952/21872/76574/13614/230857/14528/14630/12168/18127/20502/18591/69219/319197/67087/19274/83397/12389",30
"GO:0001570","vasculogenesis","19/509","99/25730",0.191919191919192,9.70153400408803,12.3230961557041,7.58815745109403e-14,2.63017211343305e-11,1.78613552310367e-11,"353156/26357/54409/13805/20671/12490/69903/16542/11535/14615/21687/20672/21846/18186/77446/56233/12387/20130/12389",19
"GO:0045446","endothelial cell differentiation","21/509","127/25730",0.165354330708661,8.35867766038086,11.8098778429973,8.19325283617837e-14,2.63705694855855e-11,1.79081097705042e-11,"12741/15901/11482/20671/18613/207728/12562/16542/74144/21872/13614/20672/21846/13609/29876/77446/12168/381823/18795/12387/16889",21
"GO:1904018","positive regulation of vasculature development","25/509","191/25730",0.130890052356021,6.61650500416585,11.0680237736725,9.02902996953538e-14,2.71232060284843e-11,1.84192211378522e-11,"14254/54409/15507/11482/13805/12490/20315/12562/16542/11535/14461/21872/11745/21687/15289/13601/21846/23871/18746/18186/18127/21817/12387/69219/20130",25
"GO:0007266","Rho protein signal transduction","22/509","149/25730",0.147651006711409,7.46377289328991,11.2411219134852,2.3152727367996e-13,6.52038684501187e-11,4.42795910912923e-11,"80880/18613/69903/56349/17207/11848/218952/16765/105445/18186/77446/21927/50768/108100/319197/330171/192662/260409/71704/76281/80837/19765",22
"GO:0035456","response to interferon-beta","17/509","80/25730",0.2125,10.7418958742633,12.3974962524314,2.68855280861111e-13,7.12624644447156e-11,4.83939505549999e-11,"66141/12313/15957/80876/15959/60440/15975/69550/327959/100039796/12334/14469/21822/80290/55932/229900/15953",17
"GO:0045766","positive regulation of angiogenesis","24/509","188/25730",0.127659574468085,6.45320402959495,10.6608642890446,4.95249202488155e-13,1.23977383689535e-10,8.41923644229863e-11,"14254/54409/15507/11482/13805/12490/12562/16542/11535/14461/21872/11745/21687/15289/13601/21846/23871/18746/18186/18127/21817/12387/69219/20130",24
"GO:1902903","regulation of supramolecular fiber organization","34/509","399/25730",0.0852130325814536,4.30752716762437,9.45916702518344,1.10788630713495e-12,2.627439842079e-10,1.78428005254366e-10,"69524/15901/80880/20742/18613/11820/12562/66214/11848/218952/21872/16765/13614/11465/193740/11853/27050/13609/56378/18186/50768/108100/11845/68178/442801/50875/11840/20740/12389/77569/19062/260409/56612/67199",34
"GO:0010594","regulation of endothelial cell migration","23/509","183/25730",0.12568306010929,6.35329103460122,10.3244194221786,2.11849416665041e-12,4.77296735746337e-10,3.24129607497512e-10,"12215/15507/11482/16542/66214/74144/108655/14461/11848/11745/21687/15289/23871/105450/18186/18127/56233/20684/18591/20620/19274/20130/80837",23
"GO:0043534","blood vessel endothelial cell migration","20/509","134/25730",0.149253731343284,7.54479078086972,10.7907420240094,2.33249153641456e-12,5.00486041099239e-10,3.39877338163265e-10,"15507/11482/20315/12562/66864/16542/66214/74144/14461/11848/15289/20672/23871/105450/18186/18127/56233/18591/20620/80837",20
"GO:0035023","regulation of Rho protein signal transduction","17/509","97/25730",0.175257731958763,8.85929556640269,11.0168887439367,7.3457357417007e-12,1.50454023873197e-09,1.02172506225473e-09,"80880/69903/56349/17207/218952/16765/105445/18186/77446/21927/50768/319197/330171/192662/71704/76281/19765",17
"GO:0040013","negative regulation of locomotion","31/509","363/25730",0.0853994490358127,4.31695053770424,9.04163449875462,1.06601345847466e-11,2.08845941038558e-09,1.41826138388368e-09,"12741/353156/17470/11482/13805/20315/14102/66214/19270/74144/54608/433759/11848/15289/72349/21846/12385/105450/18186/29876/50768/19279/18795/69550/20684/18591/19274/20130/12389/77569/192662",31
"GO:2000146","negative regulation of cell motility","30/509","344/25730",0.0872093023255814,4.40843879928725,9.04121459394024,1.36869431688233e-11,2.5343753453816e-09,1.72108046091161e-09,"12741/353156/17470/11482/13805/20315/14102/66214/19270/74144/54608/433759/11848/15289/72349/21846/12385/105450/29876/50768/19279/18795/69550/20684/18591/19274/20130/12389/77569/192662",30
"GO:0051017","actin filament bundle assembly","22/509","182/25730",0.120879120879121,6.11045143461646,9.82891771550211,1.40611148767288e-11,2.5343753453816e-09,1.72108046091161e-09,"15901/80880/66214/102866/11848/218952/21872/269593/16765/11465/11853/13609/18186/21927/50768/60595/108100/68178/442801/110253/77569/19062",22
"GO:0010810","regulation of cell-substrate adhesion","25/509","242/25730",0.103305785123967,5.22211758593255,9.37474193807437,1.88732555662643e-11,3.25495264307639e-09,2.21042056986546e-09,"11482/94214/14268/225341/16542/230379/56349/11848/218952/21687/72349/11465/29875/18186/50768/16403/13132/60595/18591/110253/68169/20130/77569/22288/20163",25
"GO:0061572","actin filament bundle organization","22/509","185/25730",0.118918918918919,6.01136303297404,9.71802404529846,1.95037109105776e-11,3.25495264307639e-09,2.21042056986546e-09,"15901/80880/66214/102866/11848/218952/21872/269593/16765/11465/11853/13609/18186/21927/50768/60595/108100/68178/442801/110253/77569/19062",22
"GO:0030336","negative regulation of cell migration","29/509","328/25730",0.0884146341463415,4.46936844122862,8.98343817413466,2.16225142093415e-11,3.47968032240331e-09,2.36303191002089e-09,"12741/353156/17470/11482/13805/20315/14102/66214/19270/74144/54608/433759/11848/15289/72349/21846/105450/29876/50768/19279/18795/69550/20684/18591/19274/20130/12389/77569/192662",29
"GO:0034341","response to type II interferon","20/509","152/25730",0.131578947368421,6.65132871471409,9.92723414236961,2.51309674978656e-11,3.90483239811663e-09,2.65175036356788e-09,"17470/66141/12313/231931/22352/80876/16573/22121/13614/11465/14528/69550/17472/20684/22319/14469/21822/80290/55932/229900",20
"GO:0001935","endothelial cell proliferation","21/509","174/25730",0.120689655172414,6.10087392453086,9.59095752027499,4.2298583037276e-11,6.35324717219885e-09,4.31445546980215e-09,"353156/14254/11482/13805/12490/20315/12390/16542/66214/14461/21687/15289/13601/16476/21846/105450/12168/18591/19274/12389/16889",21
"GO:0042060","wound healing","32/509","419/25730",0.0763723150357995,3.86062802725171,8.38692853702857,9.05171728456377e-11,1.31571090594337e-08,8.93492093250489e-09,"26357/67866/11482/14268/13805/18613/12490/12306/12575/16542/18791/14461/11848/218952/22371/14683/15289/11465/11853/68953/66395/12476/18186/108100/18591/21824/319197/13713/11747/68169/12389/14368",32
"GO:0110053","regulation of actin filament organization","26/509","283/25730",0.0918727915194346,4.64417863613959,8.75716987094734,1.02937141719775e-10,1.44948362684158e-08,9.8433641769535e-09,"69524/15901/80880/20742/18613/66214/11848/218952/21872/16765/11465/11853/13609/56378/18186/50768/108100/11845/68178/442801/50875/11840/20740/77569/19062/260409",26
"GO:0002040","sprouting angiogenesis","19/509","147/25730",0.129251700680272,6.53368616601847,9.55843190913612,1.08573264334549e-10,1.48251857300448e-08,1.006770269284e-08,"14254/54409/16842/12562/16598/66864/16542/14461/11848/21872/21687/15289/18746/105450/18186/56233/21817/20620/80837",19
"GO:0031032","actomyosin structure organization","23/509","224/25730",0.102678571428571,5.19041187201796,8.94846897236143,1.37598107314799e-10,1.82357962223672e-08,1.23838296583319e-08,"80880/66214/74103/13008/11848/218952/21872/269593/16765/13614/11465/11853/29875/13609/18186/21927/50768/68178/442801/50875/19084/77569/19062",23
"GO:0043535","regulation of blood vessel endothelial cell migration","16/509","102/25730",0.156862745098039,7.92942717361994,9.96160361524892,1.72911877105758e-10,2.22611690925299e-08,1.51174383983892e-08,"15507/11482/16542/66214/74144/14461/11848/15289/23871/105450/18186/18127/56233/18591/20620/80837",16
"GO:0007043","cell-cell junction assembly","20/509","171/25730",0.116959064327485,5.91229219085697,9.15586775501568,2.17932539497865e-10,2.72778895271495e-08,1.85242658573186e-08,"12741/69524/54409/11482/18260/18613/54135/20104/12562/11848/21872/14615/11465/11853/12385/60595/56233/18755/12387/12389",20
"GO:0030038","contractile actin filament bundle assembly","17/509","120/25730",0.141666666666667,7.16126391617551,9.61047469356851,2.42950009228328e-10,2.88087563574433e-08,1.95638691641759e-08,"80880/66214/11848/218952/21872/269593/16765/11465/11853/13609/18186/21927/50768/68178/442801/77569/19062",17
"GO:0043149","stress fiber assembly","17/509","120/25730",0.141666666666667,7.16126391617551,9.61047469356851,2.42950009228328e-10,2.88087563574433e-08,1.95638691641759e-08,"80880/66214/11848/218952/21872/269593/16765/11465/11853/13609/18186/21927/50768/68178/442801/77569/19062",17
"GO:0043114","regulation of vascular permeability","12/509","54/25730",0.222222222222222,11.2333551626282,10.6940063381562,5.09574046384181e-10,5.88754013591569e-08,3.99819636393742e-08,"12741/54409/18260/207728/12562/11535/218952/21872/69219/319197/67087/83397",12
"GO:0045216","cell-cell junction organization","23/509","240/25730",0.0958333333333333,4.84438441388343,8.50034797395329,5.44149187106021e-10,6.12984059274933e-08,4.16274128136106e-08,"12741/69524/54409/11482/18260/18613/54135/20104/12562/225341/11848/218952/21872/14615/11465/11853/12385/77446/60595/56233/18755/12387/12389",23
"GO:0007160","cell-matrix adhesion","23/509","244/25730",0.0942622950819672,4.76496827595092,8.39449526554623,7.53485453963492e-10,8.28098891599877e-08,5.62357436372753e-08,"11482/14268/18613/12490/12306/16542/230379/11848/218952/57278/21687/72349/11465/29875/18186/56229/50768/16403/21844/12387/20130/77569/22288",23
"GO:0110020","regulation of actomyosin structure organization","16/509","113/25730",0.141592920353982,7.15753603282508,9.31904144340539,8.2769562460399e-10,8.87999162967995e-08,6.0303538364005e-08,"80880/66214/11848/218952/21872/16765/13614/11465/11853/13609/18186/50768/68178/442801/77569/19062",16
"GO:0035458","cellular response to interferon-beta","13/509","70/25730",0.185714285714286,9.38787538591075,9.9830180726996,1.03663684921858e-09,1.08629898664626e-07,7.37699711304382e-08,"12313/15957/80876/15959/60440/15975/100039796/12334/14469/21822/55932/229900/15953",13
"GO:0051492","regulation of stress fiber assembly","15/509","99/25730",0.151515151515152,7.65910579270108,9.43061314888947,1.06342865292841e-09,1.08904761593077e-07,7.39566290445664e-08,"80880/66214/11848/218952/21872/16765/11465/11853/13609/18186/50768/68178/442801/77569/19062",15
"GO:0001936","regulation of endothelial cell proliferation","18/509","150/25730",0.12,6.06601178781925,8.839969142471,1.14874127979613e-09,1.15027293483585e-07,7.81144070261366e-08,"353156/14254/11482/13805/20315/12390/16542/66214/14461/21687/15289/13601/16476/21846/105450/18591/19274/12389",18
"GO:0010595","positive regulation of endothelial cell migration","16/509","116/25730",0.137931034482759,6.97242734232098,9.1586267598253,1.22863976964658e-09,1.20353278304945e-07,8.1731254241707e-08,"12215/15507/16542/108655/14461/11745/21687/15289/23871/18186/18127/56233/18591/20620/20130/80837",16
"GO:0032231","regulation of actin filament bundle assembly","16/509","117/25730",0.136752136752137,6.91283394623277,9.1064180217023,1.39768042047206e-09,1.33998893077598e-07,9.09979167371172e-08,"15901/80880/66214/11848/218952/21872/16765/11465/11853/13609/18186/50768/68178/442801/77569/19062",16
"GO:0001569","branching involved in blood vessel morphogenesis","11/509","47/25730",0.234042553191489,11.8308740542574,10.5579293707397,1.4934002423736e-09,1.38412482353046e-07,9.39951611185798e-08,"14254/13805/20315/16842/16542/21687/13614/18186/12826/12387/21380",11
"GO:0032956","regulation of actin cytoskeleton organization","28/509","368/25730",0.0760869565217391,3.84620312633467,7.8124498976628,1.50515127281386e-09,1.38412482353046e-07,9.39951611185798e-08,"69524/15901/80880/20742/18613/66214/11848/218952/21872/16765/13614/11465/11853/13609/56378/18186/50768/108100/69550/11845/68178/442801/50875/11840/20740/77569/19062/260409",28
"GO:0032970","regulation of actin filament-based process","30/509","421/25730",0.0712589073634204,3.60214476711357,7.64758306702597,1.82970458513477e-09,1.64892977212345e-07,1.11977920610248e-07,"69524/15901/80880/20742/18613/66214/11848/218952/21872/16765/13614/11465/11853/109552/13609/56378/18186/50768/108100/69550/11845/68178/442801/50875/11840/20740/12389/77569/19062/260409",30
"GO:0051056","regulation of small GTPase mediated signal transduction","23/509","258/25730",0.0891472868217054,4.50640410593808,8.04135971207536,2.23474214369869e-09,1.9744604116679e-07,1.34084528621922e-07,"80880/69903/56349/17207/218952/16765/105445/18186/77446/21927/50768/11845/21817/68178/319197/330171/192662/17311/214137/71704/12175/76281/19765",23
"GO:0060562","epithelial tube morphogenesis","29/509","407/25730",0.0712530712530713,3.60184975116213,7.516419913631,3.43019817451554e-09,2.9582015918255e-07,2.00889855103995e-07,"12215/14254/11482/13805/20671/69903/229600/20315/16842/16542/108655/11535/20115/22773/11848/269593/21687/13614/21846/105450/18186/29876/50768/12826/27205/12387/21380/67087/14368",29
"GO:0002064","epithelial cell development","23/509","264/25730",0.0871212121212121,4.40398583080312,7.89766182195323,3.47946481062475e-09,2.9582015918255e-07,2.00889855103995e-07,"12741/15901/18671/18613/13819/207728/12562/16542/74144/14461/22352/21872/269593/13614/20672/29875/29876/77446/27205/18795/18591/12387/319197",23
"GO:0048660","regulation of smooth muscle cell proliferation","20/509","202/25730",0.099009900990099,5.00496022097298,8.11810547379497,4.16382269265227e-09,3.4744787135354e-07,2.35949952583629e-07,"14254/16001/12575/66214/108655/11848/13614/16476/14678/13609/12168/18127/21859/18591/21817/12387/59027/67087/12389/71785",20
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","11/509","52/25730",0.211538461538462,10.6932900105788,9.93988762658649,4.73716652445247e-09,3.88103133803324e-07,2.63558719360446e-07,"14254/15507/66864/12509/16542/407831/20529/21687/105450/18186/14783",11
"GO:0048659","smooth muscle cell proliferation","20/509","210/25730",0.0952380952380952,4.81429506969782,7.88447521833282,8.1302689189523e-09,6.54196281228555e-07,4.44261123071322e-07,"14254/16001/12575/66214/108655/11848/13614/16476/14678/13609/12168/18127/21859/18591/21817/12387/59027/67087/12389/71785",20
"GO:0010811","positive regulation of cell-substrate adhesion","17/509","151/25730",0.112582781456954,5.69107066186133,8.21311419078677,8.86206847947936e-09,7.00569834535684e-07,4.75753149950997e-07,"94214/14268/225341/16542/56349/218952/21687/29875/18186/16403/13132/18591/110253/68169/20130/22288/20163",17
"GO:1901888","regulation of cell junction assembly","25/509","325/25730",0.0769230769230769,3.88846909475593,7.44455940194866,9.21291810724867e-09,7.15748430883836e-07,4.86060851865188e-07,"12741/170757/11482/11820/20104/16542/11848/218952/21872/21687/72349/11465/29875/18483/18186/50768/27205/11845/217333/18755/12387/442801/319387/12389/77569",25
"GO:0043297","apical junction assembly","14/509","102/25730",0.137254901960784,6.93824877691745,8.53670570485063,1.42559927145741e-08,1.0887712402012e-06,7.39378605196554e-07,"12741/69524/54409/11482/18260/18613/20104/12562/11848/21872/11853/12385/60595/18755",14
"GO:0001945","lymph vessel development","9/509","34/25730",0.264705882352941,13.3809083554836,10.2623872629893,1.46112009897457e-08,1.0973011943299e-06,7.45171250477032e-07,"11482/66864/16542/407831/20672/21846/77446/12168/21380",9
"GO:0033002","muscle cell proliferation","23/509","293/25730",0.0784982935153584,3.96809644823216,7.25885411078708,2.48880071144868e-08,1.83844852553898e-06,1.24848035689065e-06,"14254/16001/12575/12390/66214/108655/11848/13614/16476/14678/13609/12168/18127/21859/18591/21817/12387/21380/59027/67087/19084/12389/71785",23
"GO:0072001","renal system development","27/509","395/25730",0.0683544303797468,3.45532317027679,6.9861185209129,2.85273063675408e-08,2.07329100793773e-06,1.40796060459153e-06,"15903/20671/18613/12490/67092/14013/19126/229600/231931/13195/11848/21687/13614/29875/18186/12826/15360/60595/27205/66333/18591/12387/319197/67087/20897/71785/97064",27
"GO:0001885","endothelial cell development","12/509","76/25730",0.157894736842105,7.98159445765691,8.65910613253357,3.10686039743881e-08,2.22214491283481e-06,1.509046478756e-06,"12741/15901/18613/207728/12562/74144/21872/13614/20672/29876/77446/18795",12
"GO:0043536","positive regulation of blood vessel endothelial cell migration","11/509","63/25730",0.174603174603175,8.82620762777934,8.83534024141248,3.9693728828208e-08,2.79468659531102e-06,1.8978564095987e-06,"15507/16542/14461/15289/23871/18186/18127/56233/18591/20620/80837",11
"GO:0032835","glomerulus development","12/509","78/25730",0.153846153846154,7.77693818951186,8.51548530621117,4.19660270260723e-08,2.90921411968434e-06,1.97563142615048e-06,"18613/12490/19126/21687/13614/29875/60595/27205/18591/319197/71785/97064",12
"GO:0050678","regulation of epithelial cell proliferation","28/509","431/25730",0.0649651972157773,3.28399710090756,6.79315774394717,4.64480065435287e-08,3.17113208310818e-06,2.15349848519997e-06,"353156/14254/15901/67866/11482/13805/20315/12390/225341/16542/66214/108655/14461/12579/21687/15289/13601/16476/21846/105450/13132/66333/18591/12387/21380/19274/12389/18028",28
"GO:0002262","myeloid cell homeostasis","20/509","236/25730",0.0847457627118644,4.28390662981586,7.19974317499061,5.80898900456871e-08,3.90676185889353e-06,2.6530606498478e-06,"224792/13819/14013/20085/20104/11655/20044/100038882/16598/14461/15289/193740/23871/16909/18795/20068/50875/17311/16889/50794",20
"GO:0150105","protein localization to cell-cell junction","8/509","29/25730",0.275862068965517,13.944854684642,9.90855584109426,6.6127680215376e-08,4.38193128015418e-06,2.97574560969192e-06,"18671/18613/54135/12562/21872/11465/60595/68178",8
"GO:0120192","tight junction assembly","13/509","99/25730",0.131313131313131,6.6378916870076,7.98437164548216,8.01919698183066e-08,5.23688428987376e-06,3.55633953107273e-06,"12741/69524/54409/11482/18260/18613/54135/20104/12562/21872/11465/60595/18755",13
"GO:0061298","retina vasculature development in camera-type eye","8/509","30/25730",0.266666666666667,13.4800261951539,9.71625168870098,8.86191908933528e-08,5.70454391664925e-06,3.87392463048085e-06,"11482/18186/29876/12168/12826/18591/442801/80837",8
"GO:1902414","protein localization to cell junction","16/509","156/25730",0.102564102564103,5.18462545967458,7.44746987819307,9.08087114977803e-08,5.76315569026758e-06,3.91372756596067e-06,"18671/15507/18613/54135/12562/56508/53869/218952/21872/16573/11465/20908/77446/60595/108100/68178",16
"GO:2001233","regulation of apoptotic signaling pathway","28/509","446/25730",0.062780269058296,3.1735487679174,6.57814013402136,9.48759782554209e-08,5.93765497248509e-06,4.03222907585539e-06,"208449/15507/11820/20315/14102/17153/20115/433759/22070/15937/23873/12048/16476/193740/14678/27050/12385/14630/18186/16403/13132/20684/12387/108705/15502/22035/12389/54673",28
"GO:0043116","negative regulation of vascular permeability","7/509","21/25730",0.333333333333333,16.8500327439424,10.322536152219,1.04053602610675e-07,6.42281552553018e-06,4.36169895874886e-06,"12741/54409/207728/11535/218952/69219/83397",7
"GO:0071559","response to transforming growth factor beta","22/509","296/25730",0.0743243243243243,3.75710189560877,6.77767176284113,1.31020224365615e-07,7.97806933772246e-06,5.41786333187544e-06,"12741/26357/21807/11482/13805/16001/12390/12562/66214/433759/12579/218952/13614/16476/193740/15516/18127/13132/12827/12389/71785/108075",22
"GO:0070371","ERK1 and ERK2 cascade","24/509","354/25730",0.0677966101694915,3.42712530385269,6.53237998943966,1.96124960676675e-07,1.16007920857642e-05,7.87803457222337e-06,"14268/11820/20315/20361/16542/218952/21687/15289/72349/13614/230857/16476/14678/18186/19279/13132/18591/21844/59027/14783/83397/20130/12389/71785",24
"GO:0061437","renal system vasculature development","8/509","33/25730",0.242424242424242,12.2545692683217,9.19038763805109,1.9953599202578e-07,1.16007920857642e-05,7.87803457222337e-06,"18613/12490/21687/13614/18186/18591/319197/71785",8
"GO:0061440","kidney vasculature development","8/509","33/25730",0.242424242424242,12.2545692683217,9.19038763805109,1.9953599202578e-07,1.16007920857642e-05,7.87803457222337e-06,"18613/12490/21687/13614/18186/18591/319197/71785",8
"GO:0010038","response to metal ion","25/509","381/25730",0.0656167979002625,3.31693557951621,6.47269621286987,2.03033199895977e-07,1.16007920857642e-05,7.87803457222337e-06,"12215/18671/14268/12313/67092/11820/11655/14102/20510/13614/16476/29875/22042/22782/29876/15360/12257/66871/67547/11750/22436/11747/12389/67860/19395",25
"GO:0120193","tight junction organization","13/509","107/25730",0.121495327102804,6.1416007197547,7.57119517478668,2.03387167060669e-07,1.16007920857642e-05,7.87803457222337e-06,"12741/69524/54409/11482/18260/18613/54135/20104/12562/21872/11465/60595/18755",13
"GO:0043254","regulation of protein-containing complex assembly","28/509","464/25730",0.0603448275862069,3.05043696226543,6.33178792097086,2.13862759785058e-07,1.20458199448934e-05,8.18025056177845e-06,"69524/80880/20742/18613/69903/14102/100038882/12562/11848/218952/16765/22121/15289/193740/11853/27050/22042/56378/108100/11845/327959/50875/20740/67087/14469/12389/260409/54673",28
"GO:0001894","tissue homeostasis","22/509","307/25730",0.0716612377850163,3.62248260944689,6.56685760982924,2.46339836726066e-07,1.35366744425324e-05,9.1926817119727e-06,"12741/20525/26357/12215/18671/18260/54135/12490/19126/20510/14461/21872/14683/76574/13609/18127/67547/12387/18028/11787/97064/16889",22
"GO:0060249","anatomical structure homeostasis","22/509","307/25730",0.0716612377850163,3.62248260944689,6.56685760982924,2.46339836726066e-07,1.35366744425324e-05,9.1926817119727e-06,"12741/20525/26357/12215/18671/18260/54135/12490/19126/20510/14461/21872/14683/76574/13609/18127/67547/12387/18028/11787/97064/16889",22
"GO:0061138","morphogenesis of a branching epithelium","19/509","235/25730",0.0808510638297872,4.08702921874347,6.7536158906645,2.59404668606005e-07,1.40828606835983e-05,9.56359380643824e-06,"14254/13805/20348/69903/20315/16842/16542/11535/21687/13614/21846/18186/29876/12826/18591/21817/12387/21380/67087",19
"GO:0009615","response to virus","27/509","443/25730",0.0609480812641084,3.08093149494206,6.27624929680929,2.89977004199415e-07,1.53462864941166e-05,1.04215793768302e-05,"66141/15507/100038882/12177/15957/54123/22070/23962/80876/15959/16765/12048/67160/15975/69550/17472/267019/11840/667370/94094/14469/21822/16155/80290/99899/24110/229900",27
"GO:0048872","homeostasis of number of cells","27/509","443/25730",0.0609480812641084,3.08093149494206,6.27624929680929,2.89977004199415e-07,1.53462864941166e-05,1.04215793768302e-05,"59308/224792/13819/14013/20085/20104/11655/14102/20044/100038882/16598/53945/14461/14605/15289/193740/23871/18127/16909/18795/317757/20068/50875/17311/16889/68632/50794",27
"GO:0150116","regulation of cell-substrate junction organization","11/509","76/25730",0.144736842105263,7.3164615861855,7.83415759660261,2.9289406091745e-07,1.53462864941166e-05,1.04215793768302e-05,"11482/16542/218952/21687/72349/11465/29875/18186/50768/11845/77569",11
"GO:0002042","cell migration involved in sprouting angiogenesis","10/509","61/25730",0.163934426229508,8.28690134947985,8.09454657270438,3.0694551729598e-07,1.58976609302953e-05,1.07960147462724e-05,"12562/66864/16542/14461/11848/105450/18186/56233/20620/80837",10
"GO:0001667","ameboidal-type cell migration","21/509","287/25730",0.0731707317073171,3.69878767549954,6.53152661974773,3.27374176183907e-07,1.65746970548841e-05,1.12557862822781e-05,"80880/14268/20671/20348/20315/20361/53869/19270/22352/13614/16476/29875/18186/12168/19279/60595/11845/18591/21380/83397/17311",21
"GO:0071560","cellular response to transforming growth factor beta stimulus","21/509","287/25730",0.0731707317073171,3.69878767549954,6.53152661974773,3.27374176183907e-07,1.65746970548841e-05,1.12557862822781e-05,"12741/21807/11482/13805/16001/12390/12562/66214/433759/12579/218952/13614/16476/193740/15516/18127/13132/12827/12389/71785/108075",21
"GO:0150115","cell-substrate junction organization","13/509","112/25730",0.116071428571429,5.86742211619422,7.33372473977206,3.48736732619341e-07,1.7460085746475e-05,1.18570489090576e-05,"11482/14268/16542/218952/21687/72349/11465/29875/18186/56229/50768/11845/77569",13
"GO:0043010","camera-type eye development","26/509","422/25730",0.0616113744075829,3.1144610285012,6.22180207284686,3.91811498031775e-07,1.94011275838591e-05,1.31751998239256e-05,"12215/14254/11482/19126/20510/16542/14238/433759/22352/76574/16476/14688/217012/18186/29876/12168/12826/14571/18591/12387/442801/20897/19274/18028/56612/80837",26
