"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.19566105469202e-51,1.45656867489694,0.469,0.213,2.23301658574282e-47,"3","Nostrin"
2.22615801629104e-51,0.866808922171064,0.736,0.482,4.15757271122514e-47,"3","Slc9a3r2"
1.00832350611495e-50,0.668291485593887,0.884,0.742,1.88314498002028e-46,"3","Myl12a"
4.18094197290765e-49,1.11181592305734,0.584,0.33,7.80832722860232e-45,"3","Wfdc1"
3.05783019183202e-48,1.16881749154848,0.564,0.304,5.71080366626548e-44,"3","Emcn"
5.08263562340766e-47,1.14258006085684,0.559,0.307,9.49233029027615e-43,"3","Sdpr"
9.12270188839585e-47,0.802783031591087,0.811,0.598,1.70375580467681e-42,"3","Hspb1"
2.41340057240115e-46,0.876304320998758,0.763,0.56,4.50726690901638e-42,"3","Pltp"
2.96281892566511e-46,1.10418494592225,0.569,0.321,5.53336062557215e-42,"3","Ablim1"
2.68674519598337e-45,1.17192519813717,0.517,0.267,5.01776532801855e-41,"3","Foxq1"
8.11500217895084e-45,1.21262185679446,0.521,0.284,1.51555780694086e-40,"3","Slc22a8"
1.10351620232864e-44,0.986670754342397,0.806,0.683,2.06092685946898e-40,"3","Tmsb10"
2.82009147260995e-44,1.06309623307432,0.545,0.297,5.26680283424634e-40,"3","Acvrl1"
3.93901783023997e-44,0.92461217499302,0.661,0.422,7.35650969975616e-40,"3","Tpm4"
4.78162626352977e-44,0.928736974779824,0.713,0.529,8.9301652097682e-40,"3","Spock2"
2.10190203720774e-43,0.650435203633764,0.872,0.751,3.92551224468917e-39,"3","Atox1"
3.03033607708675e-43,1.20451282099698,0.553,0.319,5.65945565756722e-39,"3","Fn1"
1.04153610058728e-42,1.13851629445677,0.535,0.304,1.94517282145681e-38,"3","Adgrf5"
1.25716897288276e-42,1.06715548168998,0.631,0.415,2.34788877375585e-38,"3","Eng"
7.02017720672497e-42,0.513470265127537,0.951,0.888,1.31108829512795e-37,"3","Calm1"
1.27887549745657e-41,0.788899540404,0.94,0.891,2.38842787904989e-37,"3","Sepp1"
2.42228131577239e-41,1.18083708719978,0.482,0.25,4.52385258533651e-37,"3","Ocln"
1.78392823013059e-40,1.04297100655224,0.541,0.3,3.33166436259189e-36,"3","Sox17"
4.73899643122208e-40,0.521200501981418,0.788,0.563,8.85054973495036e-36,"3","Srgn"
6.0413701492196e-40,0.95894078828026,0.612,0.392,1.12828628906825e-35,"3","Gpcpd1"
8.61602285051214e-40,1.06661729536313,0.514,0.267,1.60912842756165e-35,"3","Gm694"
1.04876275209959e-39,1.10809220514069,0.52,0.292,1.9586693158212e-35,"3","Pecam1"
1.43245166710644e-39,0.373535647749177,0.993,0.98,2.67524673348799e-35,"3","Rpl41"
3.9413021529778e-39,0.609775033673195,0.895,0.805,7.36077590090134e-35,"3","Slc3a2"
6.46317930378816e-39,1.17692771094529,0.455,0.23,1.20706336677548e-34,"3","Sema3c"
7.27562869849791e-39,0.784699036286106,0.757,0.593,1.35879641573147e-34,"3","Myl12b"
9.45744426670294e-39,1.02211945262947,0.522,0.29,1.76627229124944e-34,"3","Lsr"
1.24141617082793e-38,0.763179828106695,0.736,0.546,2.31846884063824e-34,"3","Tspan13"
4.46798091383762e-38,0.827169250980325,0.651,0.424,8.34440115468315e-34,"3","Epas1"
1.34868178495339e-37,0.793377395753692,0.656,0.427,2.51879810157896e-33,"3","Cd34"
1.38626657952318e-37,1.0254603240774,0.541,0.325,2.5889914639175e-33,"3","Igf1r"
3.66527934298658e-36,1.03955224658869,0.518,0.297,6.84527570096173e-32,"3","Degs2"
9.82078337788359e-35,0.98121796319332,0.534,0.319,1.83412950365354e-30,"3","Mpzl1"
1.22383716990201e-34,0.708047780518452,0.676,0.475,2.285638298509e-30,"3","Gatm"
1.72854453451662e-34,0.666207505842511,0.745,0.563,3.22822977266324e-30,"3","App"
4.89633061871845e-34,0.813440686335777,0.683,0.509,9.14438706351858e-30,"3","Fcgrt"
9.9514902516149e-34,1.24106967304052,0.406,0.207,1.8585403193916e-29,"3","Mecom"
5.86412676397872e-33,0.475670033778571,0.952,0.874,1.09518431444067e-28,"3","Ly6e"
1.08379617404995e-32,1.24940708426828,0.37,0.175,2.02409773465568e-28,"3","AU021092"
1.67606854352139e-32,1.21244856942705,0.377,0.182,3.13022561188055e-28,"3","Tshz2"
1.73806323389758e-32,0.39428611639581,0.979,0.95,3.24600689562713e-28,"3","Rps19"
5.47704979265669e-32,1.20135002597551,0.408,0.216,1.02289381927656e-27,"3","Grrp1"
5.48689556446444e-32,1.08421696932476,0.446,0.245,1.02473261561938e-27,"3","Prom1"
5.53073428155729e-32,1.41916365646169,0.365,0.178,1.03291993442364e-27,"3","Slc38a5"
6.21174479729076e-32,1.06212362597135,0.433,0.234,1.16010545834202e-27,"3","Rasip1"
6.38101723515647e-32,0.865420552543508,0.605,0.405,1.19171877883782e-27,"3","BC028528"
1.13126260419071e-31,1.06619428358274,0.425,0.229,2.11274603958656e-27,"3","Ccdc141"
1.65641853642646e-31,0.518446224753025,0.873,0.775,3.09352725863006e-27,"3","Ybx1"
2.14637630890681e-31,0.439306325590942,0.961,0.92,4.00857239451437e-27,"3","Rps6"
1.10121433310815e-30,1.34468803763713,0.331,0.154,2.05662788851279e-26,"3","Palmd"
5.99054225186906e-30,1.13480306840094,0.545,0.365,1.11879367095907e-25,"3","Cxcl12"
9.79254730914813e-30,0.446603547094338,0.873,0.744,1.82885613545651e-25,"3","Nfkbia"
1.17231902913562e-29,0.758363869465714,0.624,0.435,2.18942301881369e-25,"3","Slc6a6"
1.64276981837686e-29,0.97673348612908,0.531,0.346,3.06803691280063e-25,"3","Alas1"
1.91258589897302e-29,0.984614776832819,0.46,0.27,3.57194542492201e-25,"3","Gimap6"
3.31387183786178e-29,0.708656802580477,0.604,0.403,6.18898704439067e-25,"3","Fxyd5"
5.11621118522156e-29,0.795515490069327,0.52,0.321,9.55503600951979e-25,"3","Anxa2"
6.03298646405221e-29,0.965111597572209,0.441,0.253,1.12672055202639e-24,"3","Maoa"
7.24681721886788e-29,1.31951142141174,0.332,0.162,1.35341558379577e-24,"3","Pde2a"
2.11167016689046e-28,1.20159841383602,0.351,0.175,3.94375520368463e-24,"3","Lef1"
2.84329587336019e-28,1.30906987564209,0.292,0.128,5.31013937308749e-24,"3","Hmcn1"
3.30062785808972e-28,0.994402229654845,0.418,0.236,6.16425258776836e-24,"3","Icam2"
3.73652829721093e-28,0.805165819962506,0.567,0.376,6.97834024787114e-24,"3","Arhgap31"
4.23110466565577e-28,0.850310961571517,0.556,0.366,7.90201107357872e-24,"3","Cdkn1a"
4.89977946136365e-28,0.997954618887729,0.46,0.27,9.15082812204275e-24,"3","Ptprb"
6.92883427870447e-28,0.939564475666697,0.446,0.26,1.29402908989085e-23,"3","Cav2"
7.184388728784e-28,1.06971503880626,0.408,0.228,1.3417564389877e-23,"3","Fas"
1.15003323313216e-27,0.323642226856476,0.983,0.972,2.14780206619763e-23,"3","Rps14"
2.79512030903451e-27,0.433433636906293,0.897,0.815,5.22016668915285e-23,"3","Dynll1"
2.94290637490721e-27,0.62779149595627,0.724,0.602,5.49617194577671e-23,"3","1810037I17Rik"
3.04885734665071e-27,0.765277666639834,0.561,0.372,5.69404598060487e-23,"3","Isg15"
4.86498697467465e-27,1.29313141922564,0.326,0.16,9.08584967390237e-23,"3","Cracr2b"
5.50414204163972e-27,0.586378250825224,0.782,0.687,1.02795356769663e-22,"3","Pomp"
5.9486164412955e-27,1.12971184409937,0.374,0.201,1.11096360657635e-22,"3","Sema7a"
1.35604420391175e-26,1.06038537305021,0.386,0.209,2.53254815522558e-22,"3","Cdh5"
1.4230919136099e-26,0.628822983356343,0.701,0.557,2.65776645785784e-22,"3","Snx3"
1.93494298830608e-26,0.404313955847287,0.945,0.854,3.61369952496044e-22,"3","Klf2"
3.81659290875777e-26,0.67496261935008,0.673,0.533,7.12786891639601e-22,"3","Bnip3l"
3.95561401705508e-26,1.33920968125134,0.278,0.126,7.38750473825206e-22,"3","Clec14a"
4.21808542910449e-26,0.799740129811636,0.566,0.392,7.87769634739555e-22,"3","Tagln2"
7.92659875233053e-26,0.977186207528603,0.421,0.246,1.48037158298525e-21,"3","Ifit1"
9.95375525448658e-26,1.17010247981937,0.321,0.159,1.85896333132791e-21,"3","Slc16a4"
1.484388016853e-25,1.09527955753357,0.349,0.185,2.77224306027467e-21,"3","Rgs12"
2.02812583259891e-25,0.617391300675429,0.691,0.539,3.78772780496171e-21,"3","Arl6ip5"
2.10998843741434e-25,0.569066957549986,0.495,0.302,3.94061440571502e-21,"3","Mal"
3.33824212542998e-25,0.967254203780934,0.436,0.263,6.23450099345303e-21,"3","Slc40a1"
5.17515709751318e-25,1.1398123287301,0.381,0.219,9.66512339531562e-21,"3","Slc39a10"
8.16449385887782e-25,0.666534370180395,0.612,0.44,1.52480087308402e-20,"3","S100a13"
9.97764151057407e-25,0.924711120453273,0.472,0.303,1.86342432851481e-20,"3","Cd59a"
1.32229368048992e-24,0.884841530858448,0.45,0.274,2.46951567768297e-20,"3","Lims2"
1.4404038613019e-24,0.392188448252019,0.918,0.875,2.69009825136742e-20,"3","Rpl14"
1.55454051149108e-24,1.28785975245677,0.368,0.204,2.90325985926075e-20,"3","Tmem252"
1.86148090686083e-24,1.29107225455808,0.277,0.128,3.47650174165328e-20,"3","Ushbp1"
1.87606382667311e-24,1.02880321441384,0.349,0.184,3.50373680269471e-20,"3","Cyyr1"
2.7376333385447e-24,1.34271508267049,0.291,0.141,5.11280402306609e-20,"3","Slc1a1"
4.98889529783418e-24,0.32971091550437,0.967,0.944,9.31726085823511e-20,"3","Rpl35"
5.86267617070879e-24,1.16015849256133,0.314,0.16,1.09491340164157e-19,"3","Rapgef4"
8.85155184696985e-24,0.925358774342687,0.446,0.284,1.65311582294009e-19,"3","Arl2bp"
9.02185540304215e-24,1.23500600310434,0.32,0.162,1.68492171507215e-19,"3","Kdr"
9.14159168615352e-24,0.901451479129393,0.397,0.23,1.70728366330603e-19,"3","Itih5"
9.98495514955222e-24,0.772342888715575,0.546,0.386,1.86479022373037e-19,"3","Ppp1r2"
1.94029157974497e-23,0.920787272269536,0.476,0.307,3.6236885543317e-19,"3","Plat"
2.02044915318275e-23,0.626963689230916,0.686,0.557,3.77339083848411e-19,"3","Rab11a"
3.17309123472817e-23,0.90740465342226,0.427,0.265,5.92606518997833e-19,"3","Tmem204"
6.45338417342069e-23,0.929133449112508,0.46,0.302,1.20523402822805e-18,"3","Ndrg1"
6.49542642770103e-23,0.34730183206496,0.953,0.924,1.21308583963744e-18,"3","Rpl36"
1.03385471631478e-22,0.985209819986557,0.342,0.183,1.93082706818949e-18,"3","Hspa12b"
1.38141268094914e-22,0.674184376899815,0.554,0.384,2.57992632294061e-18,"3","Irf7"
1.59413294991707e-22,1.07351025776384,0.346,0.189,2.97720269726511e-18,"3","Gimap1"
1.77242511618691e-22,1.30211387533588,0.273,0.133,3.31018114699066e-18,"3","Tdrp"
1.88155920412298e-22,0.814199361288585,0.492,0.326,3.51399996962008e-18,"3","Gsta4"
3.39615837230449e-22,0.941292309349429,0.374,0.215,6.34266537611587e-18,"3","Fam63a"
4.44159997327829e-22,0.870414248886335,0.478,0.327,8.29513211009453e-18,"3","Slc31a1"
5.94636509433654e-22,1.05938073425915,0.333,0.183,1.11054314501829e-17,"3","Tspan5"
6.54348564066464e-22,0.893834959923701,0.542,0.383,1.22206137825053e-17,"3","Rgcc"
2.32038010275653e-21,0.655795286355437,0.64,0.477,4.3335418799081e-17,"3","Pcp4l1"
2.67504567272894e-21,0.642897658925368,0.644,0.511,4.99591529838856e-17,"3","Aplp2"
3.57499497570017e-21,0.849786944494311,0.415,0.257,6.67666061661764e-17,"3","9430020K01Rik"
6.30308450963083e-21,0.803560740204041,0.443,0.285,1.17716406301865e-16,"3","Fry"
7.19473527171257e-21,1.08068666025164,0.328,0.182,1.34368875934504e-16,"3","Ptprg"
7.99234549434127e-21,1.11670768558849,0.291,0.151,1.49265044452318e-16,"3","Robo4"
1.12638762812621e-20,0.772634576218147,0.45,0.288,2.1036415342885e-16,"3","Nebl"
1.95439369155686e-20,0.655368558625999,0.69,0.584,3.65002565835159e-16,"3","Fkbp1a"
2.0836582935737e-20,1.13375657515,0.303,0.161,3.89144022907824e-16,"3","St6galnac2"
2.64879047147146e-20,0.281816477524353,0.988,0.985,4.9468810845201e-16,"3","Rps27"
3.3867515365688e-20,0.789312155017256,0.472,0.315,6.32509716969589e-16,"3","Foxp1"
3.9239256204725e-20,0.343414946887122,0.927,0.869,7.32832348879444e-16,"3","Rpl34"
7.18873290237349e-20,1.12001580536602,0.277,0.144,1.34256775684727e-15,"3","Foxf2"
7.40432140044136e-20,1.04693148497228,0.369,0.231,1.38283106474643e-15,"3","Pim3"
1.01031097657271e-19,0.910979214788254,0.378,0.23,1.88685677984719e-15,"3","Afap1l1"
1.23383333273702e-19,1.21373099674986,0.274,0.142,2.30430713221967e-15,"3","Acer2"
1.54263723898539e-19,0.307992403637708,0.94,0.896,2.88102930752912e-15,"3","Rps16"
1.55227238384494e-19,1.81678705747435,0.183,0.075,2.89902390406881e-15,"3","Adm"
2.1195617043725e-19,1.08338280680537,0.265,0.134,3.95849343908608e-15,"3","Scgb3a1"
2.20671166560352e-19,0.600431920044865,0.577,0.416,4.12125470668114e-15,"3","Tm4sf1"
2.49130726838181e-19,0.298881355030651,0.977,0.954,4.65276545442988e-15,"3","Rpl37"
3.03129301421871e-19,0.822696601529405,0.445,0.3,5.66124283335487e-15,"3","Ccdc85b"
3.06345220854498e-19,0.963215468622991,0.322,0.181,5.7213033446786e-15,"3","Gata2"
4.68057580376944e-19,0.390243574475419,0.891,0.847,8.74144337111981e-15,"3","Rps7"
6.27468331005028e-19,0.986181307987503,0.413,0.271,1.17185985498499e-14,"3","Abhd2"
7.69974706197576e-19,1.10534724718812,0.311,0.177,1.43800476129459e-14,"3","Net1"
8.8925256682327e-19,0.332341405759343,0.936,0.898,1.66076809379914e-14,"3","Rps5"
9.77022237507335e-19,1.04555929908413,0.338,0.206,1.8246867307687e-14,"3","Hdac1"
1.19031777368911e-18,1.17076954427194,0.243,0.12,2.22303747414179e-14,"3","Fnbp1l"
1.36958970837428e-18,0.257554617910475,0.982,0.964,2.5578457393598e-14,"3","Rpl13"
1.38446996348704e-18,0.87899333821058,0.375,0.23,2.5856361038084e-14,"3","Slc7a1"
1.42762305395491e-18,1.29067813965029,0.22,0.101,2.66622881556618e-14,"3","Zic3"
1.9122982972009e-18,0.270081698284645,0.984,0.968,3.57140829985239e-14,"3","Rpl37a"
2.29067294215889e-18,1.45805840433658,0.195,0.085,4.27806078677595e-14,"3","Notum"
3.11115315722192e-18,0.490788246151228,0.524,0.352,5.81038963642766e-14,"3","Tinagl1"
4.82804170656287e-18,0.946367945772793,0.369,0.233,9.01685069117681e-14,"3","Csrp2"
6.24101443632885e-18,0.356888863058915,0.866,0.792,1.16557185612878e-13,"3","Rpl27"
7.60813653661363e-18,0.955226745638938,0.279,0.149,1.42089557957796e-13,"3","Grasp"
